date_variable,nhs_board_name,location_name,variable_1,variable_2,variable_3,variable_4,variable_5,variable_6
2017-05-21,NHS Lothian,Location24,92.7,183.6,297,370.8,459,561.6
2017-05-21,NHS Lothian,Location25,124.8,247.2,367.2,499.2,612,792
2017-05-21,NHS Orkney,Location26,122.4,249.6,370.8,528,618,734.4
2017-05-21,NHS Shetland,Location27,92.7,183.6,280.8,367.2,468,556.2
2017-05-21,NHS Tayside,Location28,124.8,247.2,367.2,494.4,612,748.8
2017-05-21,NHS Tayside,Location29,99,187.2,278.1,374.4,463.5,550.8
2017-05-21,NHS Western Isles,Location30,122.4,264,374.4,489.6,624,741.6
2017-05-21,NHS Ayrshire & Arran,NHS Ayrshire & Arran,91.8,183.6,297,370.8,495,561.6
2017-05-21,NHS Borders,NHS Borders,123.6,244.8,367.2,499.2,612,792
2017-05-21,NHS Dumfries & Galloway,NHS Dumfries & Galloway,93.6,185.4,275.4,396,463.5,550.8
2017-05-21,NHS Fife,NHS Fife,122.4,249.6,370.8,489.6,624,734.4
2017-05-21,NHS Forth Valley,NHS Forth Valley,92.7,183.6,280.8,367.2,459,556.2
2017-05-21,NHS Grampian,NHS Grampian,124.8,247.2,367.2,494.4,618,748.8
2017-05-21,NHS Greater Glasgow & Clyde,NHS Greater Glasgow & Clyde,132,249.6,370.8,499.2,624,734.4
2017-05-21,NHS Highland,NHS Highland,91.8,198,280.8,367.2,495,556.2
2017-05-21,NHS Lanarkshire,NHS Lanarkshire,123.6,244.8,396,494.4,612,748.8
2017-05-21,NHS Lothian,NHS Lothian,93.6,185.4,275.4,374.4,459,594
2017-05-21,NHS Orkney,NHS Orkney,122.4,249.6,370.8,528,618,734.4
2017-05-21,NHS Shetland,NHS Shetland,92.7,183.6,280.8,367.2,468,556.2
2017-05-21,NHS Tayside,NHS Tayside,124.8,247.2,367.2,494.4,612,748.8
2017-05-21,NHS Western Isles,NHS Western Isles,99,187.2,278.1,374.4,463.5,550.8
2017-05-21,NHSScotland,NHSScotland,122.4,264,374.4,489.6,624,741.6
2017-05-28,NHS Ayrshire & Arran,Location1,91.8,183.6,297,370.8,495,561.6
2017-05-28,NHS Ayrshire & Arran,Location2,123.6,244.8,367.2,499.2,612,792
2017-05-28,NHS Borders,Location3,124.8,247.2,367.2,528,618,734.4
2017-05-28,NHS Dumfries & Galloway,Location4,91.8,187.2,278.1,367.2,468,550.8
2017-05-28,NHS Dumfries & Galloway,Location5,123.6,244.8,374.4,489.6,612,741.6
2017-05-28,NHS Fife,Location6,93.6,185.4,275.4,370.8,463.5,561.6
2017-05-28,NHS Forth Valley,Location7,132,249.6,370.8,499.2,624,734.4
2017-05-28,NHS Grampian,Location8,91.8,198,280.8,367.2,495,556.2
2017-05-28,NHS Grampian,Location9,123.6,244.8,396,494.4,612,748.8
2017-05-28,NHS Grampian,Location10,93.6,185.4,275.4,374.4,459,594
2017-05-28,NHS Greater Glasgow & Clyde,Location11,122.4,249.6,370.8,528,618,734.4
2017-05-28,NHS Greater Glasgow & Clyde,Location12,92.7,183.6,280.8,367.2,468,556.2
2017-05-28,NHS Greater Glasgow & Clyde,Location13,124.8,247.2,367.2,494.4,612,748.8
2017-05-28,NHS Greater Glasgow & Clyde,Location14,132,249.6,370.8,499.2,618,734.4
2017-05-28,NHS Greater Glasgow & Clyde,Location15,91.8,198,280.8,367.2,468,556.2
2017-05-28,NHS Highland,Location16,122.4,244.8,396,494.4,660,748.8
2017-05-28,NHS Highland,Location17,92.7,183.6,275.4,374.4,459,594
2017-05-28,NHS Highland,Location18,124.8,247.2,367.2,528,618,734.4
2017-05-28,NHS Highland,Location19,91.8,187.2,278.1,367.2,468,550.8
2017-05-28,NHS Lanarkshire,Location20,123.6,244.8,374.4,489.6,612,741.6
2017-05-28,NHS Lanarkshire,Location21,93.6,185.4,275.4,370.8,463.5,561.6
2017-05-28,NHS Lanarkshire,Location22,132,249.6,370.8,499.2,624,734.4
2017-05-28,NHS Lothian,Location23,91.8,198,280.8,367.2,495,556.2
2017-05-28,NHS Lothian,Location24,123.6,244.8,396,494.4,612,748.8
2017-05-28,NHS Lothian,Location25,124.8,247.2,367.2,499.2,612,792
2017-05-28,NHS Orkney,Location26,91.8,187.2,278.1,396,463.5,550.8
2017-05-28,NHS Shetland,Location27,123.6,244.8,374.4,489.6,624,741.6
2017-05-28,NHS Tayside,Location28,93.6,185.4,275.4,370.8,459,561.6
2017-05-28,NHS Tayside,Location29,132,249.6,370.8,499.2,618,734.4
2017-05-28,NHS Western Isles,Location30,91.8,198,280.8,367.2,468,556.2
2017-05-28,NHS Ayrshire & Arran,NHS Ayrshire & Arran,122.4,244.8,396,494.4,660,748.8
2017-05-28,NHS Borders,NHS Borders,92.7,183.6,275.4,374.4,459,594
2017-05-28,NHS Dumfries & Galloway,NHS Dumfries & Galloway,124.8,247.2,367.2,528,618,734.4
2017-05-28,NHS Fife,NHS Fife,91.8,187.2,278.1,367.2,468,550.8
2017-05-28,NHS Forth Valley,NHS Forth Valley,123.6,244.8,374.4,489.6,612,741.6
2017-05-28,NHS Grampian,NHS Grampian,124.8,247.2,367.2,494.4,618,748.8
2017-05-28,NHS Greater Glasgow & Clyde,NHS Greater Glasgow & Clyde,99,187.2,278.1,374.4,468,550.8
2017-05-28,NHS Highland,NHS Highland,122.4,264,374.4,489.6,660,741.6
2017-05-28,NHS Lanarkshire,NHS Lanarkshire,92.7,183.6,297,370.8,459,561.6
2017-05-28,NHS Lothian,NHS Lothian,124.8,247.2,367.2,499.2,612,792
2017-05-28,NHS Orkney,NHS Orkney,91.8,187.2,278.1,396,463.5,550.8
2017-05-28,NHS Shetland,NHS Shetland,123.6,244.8,374.4,489.6,624,741.6
2017-05-28,NHS Tayside,NHS Tayside,93.6,185.4,275.4,370.8,459,561.6
2017-05-28,NHS Western Isles,NHS Western Isles,132,249.6,370.8,499.2,618,734.4
2017-05-28,NHSScotland,NHSScotland,91.8,198,280.8,367.2,468,556.2
2017-06-04,NHS Ayrshire & Arran,Location1,122.4,244.8,396,494.4,660,748.8
2017-06-04,NHS Ayrshire & Arran,Location2,123.6,244.8,367.2,499.2,612,792
2017-06-04,NHS Borders,Location3,93.6,185.4,275.4,396,463.5,550.8
2017-06-04,NHS Dumfries & Galloway,Location4,122.4,249.6,370.8,489.6,624,734.4
2017-06-04,NHS Dumfries & Galloway,Location5,92.7,183.6,280.8,367.2,459,556.2
2017-06-04,NHS Fife,Location6,124.8,247.2,367.2,494.4,618,748.8
2017-06-04,NHS Forth Valley,Location7,99,187.2,278.1,374.4,468,550.8
2017-06-04,NHS Grampian,Location8,122.4,264,374.4,489.6,660,741.6
2017-06-04,NHS Grampian,Location9,92.7,183.6,297,370.8,459,561.6
2017-06-04,NHS Grampian,Location10,124.8,247.2,367.2,499.2,612,792
2017-06-04,NHS Greater Glasgow & Clyde,Location11,91.8,187.2,278.1,396,463.5,550.8
2017-06-04,NHS Greater Glasgow & Clyde,Location12,123.6,244.8,374.4,489.6,624,741.6
2017-06-04,NHS Greater Glasgow & Clyde,Location13,124.8,247.2,367.2,494.4,612,748.8
2017-06-04,NHS Greater Glasgow & Clyde,Location14,99,187.2,278.1,374.4,463.5,550.8
2017-06-04,NHS Greater Glasgow & Clyde,Location15,122.4,264,374.4,489.6,624,741.6
2017-06-04,NHS Highland,Location16,91.8,183.6,297,370.8,495,561.6
2017-06-04,NHS Highland,Location17,123.6,244.8,367.2,499.2,612,792
2017-06-04,NHS Highland,Location18,93.6,185.4,275.4,396,463.5,550.8
2017-06-04,NHS Highland,Location19,122.4,249.6,370.8,489.6,624,734.4
2017-06-04,NHS Lanarkshire,Location20,92.7,183.6,280.8,367.2,459,556.2
2017-06-04,NHS Lanarkshire,Location21,124.8,247.2,367.2,494.4,618,748.8
2017-06-04,NHS Lanarkshire,Location22,99,187.2,278.1,374.4,468,550.8
2017-06-04,NHS Lothian,Location23,122.4,264,374.4,489.6,660,741.6
2017-06-04,NHS Lothian,Location24,123.6,244.8,396,494.4,612,748.8
2017-06-04,NHS Lothian,Location25,93.6,185.4,275.4,374.4,459,594
2017-06-04,NHS Orkney,Location26,122.4,249.6,370.8,528,618,734.4
2017-06-04,NHS Shetland,Location27,92.7,183.6,280.8,367.2,468,556.2
2017-06-04,NHS Tayside,Location28,124.8,247.2,367.2,494.4,612,748.8
2017-06-04,NHS Tayside,Location29,99,187.2,278.1,374.4,463.5,550.8
2017-06-04,NHS Western Isles,Location30,122.4,264,374.4,489.6,624,741.6
2017-06-04,NHS Ayrshire & Arran,NHS Ayrshire & Arran,91.8,183.6,297,370.8,495,561.6
2017-06-04,NHS Borders,NHS Borders,123.6,244.8,367.2,499.2,612,792
2017-06-04,NHS Dumfries & Galloway,NHS Dumfries & Galloway,93.6,185.4,275.4,396,463.5,550.8
2017-06-04,NHS Fife,NHS Fife,122.4,249.6,370.8,489.6,624,734.4
2017-06-04,NHS Forth Valley,NHS Forth Valley,123.6,244.8,374.4,489.6,612,741.6
2017-06-04,NHS Grampian,NHS Grampian,93.6,185.4,275.4,370.8,463.5,561.6
2017-06-04,NHS Greater Glasgow & Clyde,NHS Greater Glasgow & Clyde,132,249.6,370.8,499.2,624,734.4
2017-06-04,NHS Highland,NHS Highland,91.8,198,280.8,367.2,495,556.2
2017-06-04,NHS Lanarkshire,NHS Lanarkshire,123.6,244.8,396,494.4,612,748.8
2017-06-04,NHS Lothian,NHS Lothian,93.6,185.4,275.4,374.4,459,594
2017-06-04,NHS Orkney,NHS Orkney,122.4,249.6,370.8,528,618,734.4
2017-06-04,NHS Shetland,NHS Shetland,92.7,183.6,280.8,367.2,468,556.2
2017-06-04,NHS Tayside,NHS Tayside,124.8,247.2,367.2,494.4,612,748.8
2017-06-04,NHS Western Isles,NHS Western Isles,99,187.2,278.1,374.4,463.5,550.8
2017-06-04,NHSScotland,NHSScotland,122.4,264,374.4,489.6,624,741.6
2017-06-11,NHS Ayrshire & Arran,Location1,122.4,244.8,396,494.4,660,748.8
2017-06-11,NHS Ayrshire & Arran,Location2,92.7,183.6,275.4,374.4,459,594
2017-06-11,NHS Borders,Location3,124.8,247.2,367.2,528,618,734.4
2017-06-11,NHS Dumfries & Galloway,Location4,91.8,187.2,278.1,367.2,468,550.8
2017-06-11,NHS Dumfries & Galloway,Location5,123.6,244.8,374.4,489.6,612,741.6
2017-06-11,NHS Fife,Location6,93.6,185.4,275.4,370.8,463.5,561.6
2017-06-11,NHS Forth Valley,Location7,132,249.6,370.8,499.2,624,734.4
2017-06-11,NHS Grampian,Location8,91.8,198,280.8,367.2,495,556.2
2017-06-11,NHS Grampian,Location9,123.6,244.8,396,494.4,612,748.8
2017-06-11,NHS Grampian,Location10,93.6,185.4,275.4,374.4,459,594
2017-06-11,NHS Greater Glasgow & Clyde,Location11,122.4,249.6,370.8,528,618,734.4
2017-06-11,NHS Greater Glasgow & Clyde,Location12,123.6,244.8,374.4,489.6,624,741.6
2017-06-11,NHS Greater Glasgow & Clyde,Location13,93.6,185.4,275.4,370.8,459,561.6
2017-06-11,NHS Greater Glasgow & Clyde,Location14,132,249.6,370.8,499.2,618,734.4
2017-06-11,NHS Greater Glasgow & Clyde,Location15,91.8,198,280.8,367.2,468,556.2
2017-06-11,NHS Highland,Location16,122.4,244.8,396,494.4,660,748.8
2017-06-11,NHS Highland,Location17,92.7,183.6,275.4,374.4,459,594
2017-06-11,NHS Highland,Location18,124.8,247.2,367.2,528,618,734.4
2017-06-11,NHS Highland,Location19,91.8,187.2,278.1,367.2,468,550.8
2017-06-11,NHS Lanarkshire,Location20,123.6,244.8,374.4,489.6,612,741.6
2017-06-11,NHS Lanarkshire,Location21,93.6,185.4,275.4,370.8,463.5,561.6
2017-06-11,NHS Lanarkshire,Location22,132,249.6,370.8,499.2,624,734.4
2017-06-11,NHS Lothian,Location23,122.4,264,374.4,489.6,660,741.6
2017-06-11,NHS Lothian,Location24,92.7,183.6,297,370.8,459,561.6
2017-06-11,NHS Lothian,Location25,124.8,247.2,367.2,499.2,612,792
2017-06-11,NHS Orkney,Location26,91.8,187.2,278.1,396,463.5,550.8
2017-06-11,NHS Shetland,Location27,123.6,244.8,374.4,489.6,624,741.6
2017-06-11,NHS Tayside,Location28,93.6,185.4,275.4,370.8,459,561.6
2017-06-11,NHS Tayside,Location29,132,249.6,370.8,499.2,618,734.4
2017-06-11,NHS Western Isles,Location30,91.8,198,280.8,367.2,468,556.2
2017-06-11,NHS Ayrshire & Arran,NHS Ayrshire & Arran,122.4,244.8,396,494.4,660,748.8
2017-06-11,NHS Borders,NHS Borders,92.7,183.6,275.4,374.4,459,594
2017-06-11,NHS Dumfries & Galloway,NHS Dumfries & Galloway,124.8,247.2,367.2,528,618,734.4
2017-06-11,NHS Fife,NHS Fife,122.4,249.6,370.8,489.6,624,734.4
2017-06-11,NHS Forth Valley,NHS Forth Valley,92.7,183.6,280.8,367.2,459,556.2
2017-06-11,NHS Grampian,NHS Grampian,124.8,247.2,367.2,494.4,618,748.8
2017-06-11,NHS Greater Glasgow & Clyde,NHS Greater Glasgow & Clyde,99,187.2,278.1,374.4,468,550.8
2017-06-11,NHS Highland,NHS Highland,122.4,264,374.4,489.6,660,741.6
2017-06-11,NHS Lanarkshire,NHS Lanarkshire,92.7,183.6,297,370.8,459,561.6
2017-06-11,NHS Lothian,NHS Lothian,124.8,247.2,367.2,499.2,612,792
2017-06-11,NHS Orkney,NHS Orkney,91.8,187.2,278.1,396,463.5,550.8
2017-06-11,NHS Shetland,NHS Shetland,123.6,244.8,374.4,489.6,624,741.6
2017-06-11,NHS Tayside,NHS Tayside,93.6,185.4,275.4,370.8,459,561.6
2017-06-11,NHS Western Isles,NHS Western Isles,132,249.6,370.8,499.2,618,734.4
2017-06-11,NHSScotland,NHSScotland,122.4,264,374.4,489.6,624,741.6
2017-06-18,NHS Ayrshire & Arran,Location1,91.8,183.6,297,370.8,495,561.6
2017-06-18,NHS Ayrshire & Arran,Location2,123.6,244.8,367.2,499.2,612,792
2017-06-18,NHS Borders,Location3,93.6,185.4,275.4,396,463.5,550.8
2017-06-18,NHS Dumfries & Galloway,Location4,122.4,249.6,370.8,489.6,624,734.4
2017-06-18,NHS Dumfries & Galloway,Location5,92.7,183.6,280.8,367.2,459,556.2
2017-06-18,NHS Fife,Location6,124.8,247.2,367.2,494.4,618,748.8
2017-06-18,NHS Forth Valley,Location7,99,187.2,278.1,374.4,468,550.8
2017-06-18,NHS Grampian,Location8,122.4,264,374.4,489.6,660,741.6
2017-06-18,NHS Grampian,Location9,92.7,183.6,297,370.8,459,561.6
2017-06-18,NHS Grampian,Location10,124.8,247.2,367.2,499.2,612,792
2017-06-18,NHS Greater Glasgow & Clyde,Location11,122.4,249.6,370.8,528,618,734.4
2017-06-18,NHS Greater Glasgow & Clyde,Location12,92.7,183.6,280.8,367.2,468,556.2
2017-06-18,NHS Greater Glasgow & Clyde,Location13,124.8,247.2,367.2,494.4,612,748.8
2017-06-18,NHS Greater Glasgow & Clyde,Location14,99,187.2,278.1,374.4,463.5,550.8
2017-06-18,NHS Greater Glasgow & Clyde,Location15,122.4,264,374.4,489.6,624,741.6
2017-06-18,NHS Highland,Location16,91.8,183.6,297,370.8,495,561.6
2017-06-18,NHS Highland,Location17,123.6,244.8,367.2,499.2,612,792
2017-06-18,NHS Highland,Location18,93.6,185.4,275.4,396,463.5,550.8
2017-06-18,NHS Highland,Location19,122.4,249.6,370.8,489.6,624,734.4
2017-06-18,NHS Lanarkshire,Location20,92.7,183.6,280.8,367.2,459,556.2
2017-06-18,NHS Lanarkshire,Location21,124.8,247.2,367.2,494.4,618,748.8
2017-06-18,NHS Lanarkshire,Location22,132,249.6,370.8,499.2,624,734.4
2017-06-18,NHS Lothian,Location23,91.8,198,280.8,367.2,495,556.2
2017-06-18,NHS Lothian,Location24,123.6,244.8,396,494.4,612,748.8
2017-06-18,NHS Lothian,Location25,93.6,185.4,275.4,374.4,459,594
2017-06-18,NHS Orkney,Location26,122.4,249.6,370.8,528,618,734.4
2017-06-18,NHS Shetland,Location27,92.7,183.6,280.8,367.2,468,556.2
2017-06-18,NHS Tayside,Location28,124.8,247.2,367.2,494.4,612,748.8
2017-06-18,NHS Tayside,Location29,99,187.2,278.1,374.4,463.5,550.8
2017-06-18,NHS Western Isles,Location30,122.4,264,374.4,489.6,624,741.6
2017-06-18,NHS Ayrshire & Arran,NHS Ayrshire & Arran,91.8,183.6,297,370.8,495,561.6
2017-06-18,NHS Borders,NHS Borders,123.6,244.8,367.2,499.2,612,792
2017-06-18,NHS Dumfries & Galloway,NHS Dumfries & Galloway,124.8,247.2,367.2,528,618,734.4
2017-06-18,NHS Fife,NHS Fife,91.8,187.2,278.1,367.2,468,550.8
2017-06-18,NHS Forth Valley,NHS Forth Valley,123.6,244.8,374.4,489.6,612,741.6
2017-06-18,NHS Grampian,NHS Grampian,93.6,185.4,275.4,370.8,463.5,561.6
2017-06-18,NHS Greater Glasgow & Clyde,NHS Greater Glasgow & Clyde,132,249.6,370.8,499.2,624,734.4
2017-06-18,NHS Highland,NHS Highland,91.8,198,280.8,367.2,495,556.2
2017-06-18,NHS Lanarkshire,NHS Lanarkshire,123.6,244.8,396,494.4,612,748.8
2017-06-18,NHS Lothian,NHS Lothian,93.6,185.4,275.4,374.4,459,594
2017-06-18,NHS Orkney,NHS Orkney,122.4,249.6,370.8,528,618,734.4
2017-06-18,NHS Shetland,NHS Shetland,92.7,183.6,280.8,367.2,468,556.2
2017-06-18,NHS Tayside,NHS Tayside,124.8,247.2,367.2,494.4,612,748.8
2017-06-18,NHS Western Isles,NHS Western Isles,132,249.6,370.8,499.2,618,734.4
2017-06-18,NHSScotland,NHSScotland,91.8,198,280.8,367.2,468,556.2
2017-06-25,NHS Ayrshire & Arran,Location1,122.4,244.8,396,494.4,660,748.8
2017-06-25,NHS Ayrshire & Arran,Location2,92.7,183.6,275.4,374.4,459,594
2017-06-25,NHS Borders,Location3,124.8,247.2,367.2,528,618,734.4
2017-06-25,NHS Dumfries & Galloway,Location4,91.8,187.2,278.1,367.2,468,550.8
2017-06-25,NHS Dumfries & Galloway,Location5,123.6,244.8,374.4,489.6,612,741.6
2017-06-25,NHS Fife,Location6,93.6,185.4,275.4,370.8,463.5,561.6
2017-06-25,NHS Forth Valley,Location7,132,249.6,370.8,499.2,624,734.4
2017-06-25,NHS Grampian,Location8,91.8,198,280.8,367.2,495,556.2
2017-06-25,NHS Grampian,Location9,123.6,244.8,396,494.4,612,748.8
2017-06-25,NHS Grampian,Location10,124.8,247.2,367.2,499.2,612,792
2017-06-25,NHS Greater Glasgow & Clyde,Location11,91.8,187.2,278.1,396,463.5,550.8
2017-06-25,NHS Greater Glasgow & Clyde,Location12,123.6,244.8,374.4,489.6,624,741.6
2017-06-25,NHS Greater Glasgow & Clyde,Location13,93.6,185.4,275.4,370.8,459,561.6
2017-06-25,NHS Greater Glasgow & Clyde,Location14,132,249.6,370.8,499.2,618,734.4
2017-06-25,NHS Greater Glasgow & Clyde,Location15,91.8,198,280.8,367.2,468,556.2
2017-06-25,NHS Highland,Location16,122.4,244.8,396,494.4,660,748.8
2017-06-25,NHS Highland,Location17,92.7,183.6,275.4,374.4,459,594
2017-06-25,NHS Highland,Location18,124.8,247.2,367.2,528,618,734.4
2017-06-25,NHS Highland,Location19,91.8,187.2,278.1,367.2,468,550.8
2017-06-25,NHS Lanarkshire,Location20,123.6,244.8,374.4,489.6,612,741.6
2017-06-25,NHS Lanarkshire,Location21,124.8,247.2,367.2,494.4,618,748.8
2017-06-25,NHS Lanarkshire,Location22,99,187.2,278.1,374.4,468,550.8
2017-06-25,NHS Lothian,Location23,122.4,264,374.4,489.6,660,741.6
2017-06-25,NHS Lothian,Location24,92.7,183.6,297,370.8,459,561.6
2017-06-25,NHS Lothian,Location25,124.8,247.2,367.2,499.2,612,792
2017-06-25,NHS Orkney,Location26,91.8,187.2,278.1,396,463.5,550.8
2017-06-25,NHS Shetland,Location27,123.6,244.8,374.4,489.6,624,741.6
2017-06-25,NHS Tayside,Location28,93.6,185.4,275.4,370.8,459,561.6
2017-06-25,NHS Tayside,Location29,132,249.6,370.8,499.2,618,734.4
2017-06-25,NHS Western Isles,Location30,91.8,198,280.8,367.2,468,556.2
2017-06-25,NHS Ayrshire & Arran,NHS Ayrshire & Arran,122.4,244.8,396,494.4,660,748.8
2017-06-25,NHS Borders,NHS Borders,123.6,244.8,367.2,499.2,612,792
2017-06-25,NHS Dumfries & Galloway,NHS Dumfries & Galloway,93.6,185.4,275.4,396,463.5,550.8
2017-06-25,NHS Fife,NHS Fife,122.4,249.6,370.8,489.6,624,734.4
2017-06-25,NHS Forth Valley,NHS Forth Valley,92.7,183.6,280.8,367.2,459,556.2
2017-06-25,NHS Grampian,NHS Grampian,124.8,247.2,367.2,494.4,618,748.8
2017-06-25,NHS Greater Glasgow & Clyde,NHS Greater Glasgow & Clyde,99,187.2,278.1,374.4,468,550.8
2017-06-25,NHS Highland,NHS Highland,122.4,264,374.4,489.6,660,741.6
2017-06-25,NHS Lanarkshire,NHS Lanarkshire,92.7,183.6,297,370.8,459,561.6
2017-06-25,NHS Lothian,NHS Lothian,124.8,247.2,367.2,499.2,612,792
2017-06-25,NHS Orkney,NHS Orkney,91.8,187.2,278.1,396,463.5,550.8
2017-06-25,NHS Shetland,NHS Shetland,123.6,244.8,374.4,489.6,624,741.6
2017-06-25,NHS Tayside,NHS Tayside,124.8,247.2,367.2,494.4,612,748.8
2017-06-25,NHS Western Isles,NHS Western Isles,99,187.2,278.1,374.4,463.5,550.8
2017-06-25,NHSScotland,NHSScotland,122.4,264,374.4,489.6,624,741.6
2017-07-02,NHS Ayrshire & Arran,Location1,91.8,183.6,297,370.8,495,561.6
2017-07-02,NHS Ayrshire & Arran,Location2,123.6,244.8,367.2,499.2,612,792
2017-07-02,NHS Borders,Location3,93.6,185.4,275.4,396,463.5,550.8
2017-07-02,NHS Dumfries & Galloway,Location4,122.4,249.6,370.8,489.6,624,734.4
2017-07-02,NHS Dumfries & Galloway,Location5,92.7,183.6,280.8,367.2,459,556.2
2017-07-02,NHS Fife,Location6,124.8,247.2,367.2,494.4,618,748.8
2017-07-02,NHS Forth Valley,Location7,99,187.2,278.1,374.4,468,550.8
2017-07-02,NHS Grampian,Location8,122.4,264,374.4,489.6,660,741.6
2017-07-02,NHS Grampian,Location9,123.6,244.8,396,494.4,612,748.8
2017-07-02,NHS Grampian,Location10,93.6,185.4,275.4,374.4,459,594
2017-07-02,NHS Greater Glasgow & Clyde,Location11,122.4,249.6,370.8,528,618,734.4
2017-07-02,NHS Greater Glasgow & Clyde,Location12,92.7,183.6,280.8,367.2,468,556.2
2017-07-02,NHS Greater Glasgow & Clyde,Location13,124.8,247.2,367.2,494.4,612,748.8
2017-07-02,NHS Greater Glasgow & Clyde,Location14,99,187.2,278.1,374.4,463.5,550.8
2017-07-02,NHS Greater Glasgow & Clyde,Location15,122.4,264,374.4,489.6,624,741.6
2017-07-02,NHS Highland,Location16,91.8,183.6,297,370.8,495,561.6
2017-07-02,NHS Highland,Location17,123.6,244.8,367.2,499.2,612,792
2017-07-02,NHS Highland,Location18,93.6,185.4,275.4,396,463.5,550.8
2017-07-02,NHS Highland,Location19,122.4,249.6,370.8,489.6,624,734.4
2017-07-02,NHS Lanarkshire,Location20,123.6,244.8,374.4,489.6,612,741.6
2017-07-02,NHS Lanarkshire,Location21,93.6,185.4,275.4,370.8,463.5,561.6
2017-07-02,NHS Lanarkshire,Location22,132,249.6,370.8,499.2,624,734.4
2017-07-02,NHS Lothian,Location23,91.8,198,280.8,367.2,495,556.2
2017-07-02,NHS Lothian,Location24,123.6,244.8,396,494.4,612,748.8
2017-07-02,NHS Lothian,Location25,93.6,185.4,275.4,374.4,459,594
2017-07-02,NHS Orkney,Location26,122.4,249.6,370.8,528,618,734.4
2017-07-02,NHS Shetland,Location27,92.7,183.6,280.8,367.2,468,556.2
2017-07-02,NHS Tayside,Location28,124.8,247.2,367.2,494.4,612,748.8
2017-07-02,NHS Tayside,Location29,99,187.2,278.1,374.4,463.5,550.8
2017-07-02,NHS Western Isles,Location30,122.4,264,374.4,489.6,624,741.6
2017-07-02,NHS Ayrshire & Arran,NHS Ayrshire & Arran,122.4,244.8,396,494.4,660,748.8
2017-07-02,NHS Borders,NHS Borders,92.7,183.6,275.4,374.4,459,594
2017-07-02,NHS Dumfries & Galloway,NHS Dumfries & Galloway,124.8,247.2,367.2,528,618,734.4
2017-07-02,NHS Fife,NHS Fife,91.8,187.2,278.1,367.2,468,550.8
2017-07-02,NHS Forth Valley,NHS Forth Valley,123.6,244.8,374.4,489.6,612,741.6
2017-07-02,NHS Grampian,NHS Grampian,93.6,185.4,275.4,370.8,463.5,561.6
2017-07-02,NHS Greater Glasgow & Clyde,NHS Greater Glasgow & Clyde,132,249.6,370.8,499.2,624,734.4
2017-07-02,NHS Highland,NHS Highland,91.8,198,280.8,367.2,495,556.2
2017-07-02,NHS Lanarkshire,NHS Lanarkshire,123.6,244.8,396,494.4,612,748.8
2017-07-02,NHS Lothian,NHS Lothian,93.6,185.4,275.4,374.4,459,594
2017-07-02,NHS Orkney,NHS Orkney,122.4,249.6,370.8,528,618,734.4
2017-07-02,NHS Shetland,NHS Shetland,123.6,244.8,374.4,489.6,624,741.6
2017-07-02,NHS Tayside,NHS Tayside,93.6,185.4,275.4,370.8,459,561.6
2017-07-02,NHS Western Isles,NHS Western Isles,132,249.6,370.8,499.2,618,734.4
2017-07-02,NHSScotland,NHSScotland,91.8,198,280.8,367.2,468,556.2
2017-07-09,NHS Ayrshire & Arran,Location1,122.4,244.8,396,494.4,660,748.8
2017-07-09,NHS Ayrshire & Arran,Location2,92.7,183.6,275.4,374.4,459,594
2017-07-09,NHS Borders,Location3,124.8,247.2,367.2,528,618,734.4
2017-07-09,NHS Dumfries & Galloway,Location4,91.8,187.2,278.1,367.2,468,550.8
2017-07-09,NHS Dumfries & Galloway,Location5,123.6,244.8,374.4,489.6,612,741.6
2017-07-09,NHS Fife,Location6,93.6,185.4,275.4,370.8,463.5,561.6
2017-07-09,NHS Forth Valley,Location7,132,249.6,370.8,499.2,624,734.4
2017-07-09,NHS Grampian,Location8,122.4,264,374.4,489.6,660,741.6
2017-07-09,NHS Grampian,Location9,92.7,183.6,297,370.8,459,561.6
2017-07-09,NHS Grampian,Location10,124.8,247.2,367.2,499.2,612,792
2017-07-09,NHS Greater Glasgow & Clyde,Location11,91.8,187.2,278.1,396,463.5,550.8
2017-07-09,NHS Greater Glasgow & Clyde,Location12,123.6,244.8,374.4,489.6,624,741.6
2017-07-09,NHS Greater Glasgow & Clyde,Location13,93.6,185.4,275.4,370.8,459,561.6
2017-07-09,NHS Greater Glasgow & Clyde,Location14,132,249.6,370.8,499.2,618,734.4
2017-07-09,NHS Greater Glasgow & Clyde,Location15,91.8,198,280.8,367.2,468,556.2
2017-07-09,NHS Highland,Location16,122.4,244.8,396,494.4,660,748.8
2017-07-09,NHS Highland,Location17,92.7,183.6,275.4,374.4,459,594
2017-07-09,NHS Highland,Location18,124.8,247.2,367.2,528,618,734.4
2017-07-09,NHS Highland,Location19,122.4,249.6,370.8,489.6,624,734.4
2017-07-09,NHS Lanarkshire,Location20,92.7,183.6,280.8,367.2,459,556.2
2017-07-09,NHS Lanarkshire,Location21,124.8,247.2,367.2,494.4,618,748.8
2017-07-09,NHS Lanarkshire,Location22,99,187.2,278.1,374.4,468,550.8
2017-07-09,NHS Lothian,Location23,122.4,264,374.4,489.6,660,741.6
2017-07-09,NHS Lothian,Location24,92.7,183.6,297,370.8,459,561.6
2017-07-09,NHS Lothian,Location25,124.8,247.2,367.2,499.2,612,792
